size,entropy_mean,edge_density_mean,time_ms_per_img,approx_mem_per_img_MB(float32)
128x128,7.097367129374303,0.220629150390625,0.6857311725616455,0.188
224x224,7.105043178519822,0.2192273397640306,0.8162496089935303,0.574
