ID,Image,method,edge density,time (ms)
93,airplane_00093.png,Prewitt,0.14172114158163265,0.8594989776611328
93,airplane_00093.png,Canny,0.0,0.4642009735107422
94,airplane_00094.png,Sobel,0.21406648596938777,0.25177001953125
94,airplane_00094.png,Prewitt,0.21299027423469388,0.5357265472412109
94,airplane_00094.png,Canny,0.0,0.247955322265625
95,airplane_00095.png,Sobel,0.2615991709183674,0.2181529998779297
95,airplane_00095.png,Prewitt,0.25978555484693877,0.5698204040527344
95,airplane_00095.png,Canny,0.0,0.3077983856201172
96,airplane_00096.png,Sobel,0.13895089285714285,0.22029876708984375
96,airplane_00096.png,Prewitt,0.13905054209183673,0.5605220794677734
96,airplane_00096.png,Canny,0.0024314413265306123,0.29778480529785156
97,airplane_00097.png,Sobel,0.22510762117346939,0.2429485321044922
97,airplane_00097.png,Prewitt,0.2224170918367347,0.5984306335449219
97,airplane_00097.png,Canny,0.0014748086734693877,0.583648681640625
98,airplane_00098.png,Sobel,0.32246492346938777,0.3237724304199219
98,airplane_00098.png,Prewitt,0.32326211734693877,0.6415843963623047
98,airplane_00098.png,Canny,0.004942602040816327,0.2810955047607422
99,airplane_00099.png,Sobel,0.0944076849489796,0.26106834411621094
99,airplane_00099.png,Prewitt,0.095703125,0.5667209625244141
99,airplane_00099.png,Canny,0.0,0.2803802490234375
100,automobile_00000.png,Sobel,0.2469905931122449,0.3542900085449219
100,automobile_00000.png,Prewitt,0.24750876913265307,0.6422996520996094
100,automobile_00000.png,Canny,0.004324776785714286,0.293731689453125
101,automobile_00001.png,Sobel,0.26112085459183676,0.24247169494628906
101,automobile_00001.png,Prewitt,0.2609813456632653,0.5676746368408203
101,automobile_00001.png,Canny,0.00031887755102040814,0.19812583923339844
102,automobile_00002.png,Sobel,0.28730867346938777,0.20742416381835938
102,automobile_00002.png,Prewitt,0.2864317602040816,0.5164146423339844
102,automobile_00002.png,Canny,0.004544005102040816,0.37097930908203125
103,automobile_00003.png,Sobel,0.25552056760204084,0.21910667419433594
103,automobile_00003.png,Prewitt,0.25697544642857145,0.5183219909667969
103,automobile_00003.png,Canny,0.0021125637755102043,0.4062652587890625
104,automobile_00004.png,Sobel,0.25888871173469385,0.23674964904785156
104,automobile_00004.png,Prewitt,0.257633131377551,0.6220340728759766
104,automobile_00004.png,Canny,0.0,0.3337860107421875
105,automobile_00005.png,Sobel,0.2331592793367347,0.21696090698242188
105,automobile_00005.png,Prewitt,0.23264110331632654,0.7355213165283203
105,automobile_00005.png,Canny,0.004862882653061225,0.2777576446533203
106,automobile_00006.png,Sobel,0.23284040178571427,0.22745132446289062
106,automobile_00006.png,Prewitt,0.23473373724489796,0.5338191986083984
106,automobile_00006.png,Canny,0.0038464604591836736,0.2617835998535156
107,automobile_00007.png,Sobel,0.25548070790816324,0.22912025451660156
107,automobile_00007.png,Prewitt,0.25508211096938777,0.5414485931396484
107,automobile_00007.png,Canny,0.0017139668367346938,0.27060508728027344
108,automobile_00008.png,Sobel,0.20780851403061223,0.2110004425048828
108,automobile_00008.png,Prewitt,0.20717075892857142,0.5168914794921875
108,automobile_00008.png,Canny,0.0014548788265306123,0.23412704467773438
109,automobile_00009.png,Sobel,0.314453125,0.21982192993164062
109,automobile_00009.png,Prewitt,0.3134167729591837,0.5362033843994141
109,automobile_00009.png,Canny,0.0014150191326530613,1.2264251708984375
110,automobile_00010.png,Sobel,0.19294084821428573,0.23889541625976562
110,automobile_00010.png,Prewitt,0.19212372448979592,0.6086826324462891
110,automobile_00010.png,Canny,0.00045838647959183676,0.2231597900390625
111,automobile_00011.png,Sobel,0.24778778698979592,0.21386146545410156
111,automobile_00011.png,Prewitt,0.24742904974489796,0.5438327789306641
111,automobile_00011.png,Canny,0.016761001275510203,0.3376007080078125
112,automobile_00012.png,Sobel,0.27646683673469385,0.22792816162109375
112,automobile_00012.png,Prewitt,0.27664620535714285,0.5581378936767578
112,automobile_00012.png,Canny,0.0008569834183673469,0.3285408020019531
113,automobile_00013.png,Sobel,0.21472417091836735,0.22983551025390625
113,automobile_00013.png,Prewitt,0.21464445153061223,0.5795955657958984
113,automobile_00013.png,Canny,0.001833545918367347,0.27441978454589844
114,automobile_00014.png,Sobel,0.319515306122449,0.2243518829345703
114,automobile_00014.png,Prewitt,0.3208705357142857,0.5369186401367188
114,automobile_00014.png,Canny,0.0001992984693877551,0.2243518829345703
115,automobile_00015.png,Sobel,0.20836654974489796,0.2849102020263672
115,automobile_00015.png,Prewitt,0.21193399234693877,0.5753040313720703
115,automobile_00015.png,Canny,0.0013153698979591836,0.213623046875
116,automobile_00016.png,Sobel,0.2766063456632653,0.3657341003417969
116,automobile_00016.png,Prewitt,0.2764469068877551,0.5662441253662109
116,automobile_00016.png,Canny,0.009705835459183673,0.274658203125
117,automobile_00017.png,Sobel,0.3031529017857143,0.2079010009765625
117,automobile_00017.png,Prewitt,0.30404974489795916,0.5152225494384766
117,automobile_00017.png,Canny,0.0021723533163265306,0.2586841583251953
118,automobile_00018.png,Sobel,0.21067841198979592,0.21004676818847656
118,automobile_00018.png,Prewitt,0.21564094387755103,0.5414485931396484
118,automobile_00018.png,Canny,0.0016541772959183674,0.21600723266601562
119,automobile_00019.png,Sobel,0.2167370854591837,0.2276897430419922
119,automobile_00019.png,Prewitt,0.2160594706632653,0.5440711975097656
119,automobile_00019.png,Canny,0.0,0.2067089080810547
120,automobile_00020.png,Sobel,0.2207828443877551,0.23317337036132812
120,automobile_00020.png,Prewitt,0.2208625637755102,0.5433559417724609
120,automobile_00020.png,Canny,0.0009566326530612245,0.21886825561523438
121,automobile_00021.png,Sobel,0.3306162308673469,0.20313262939453125
121,automobile_00021.png,Prewitt,0.32645089285714285,0.5197525024414062
121,automobile_00021.png,Canny,0.0,0.1773834228515625
122,automobile_00022.png,Sobel,0.34687898596938777,0.21028518676757812
122,automobile_00022.png,Prewitt,0.34725765306122447,0.5280971527099609
122,automobile_00022.png,Canny,0.0018534757653061226,0.2372264862060547
123,automobile_00023.png,Sobel,0.22197863520408162,0.27751922607421875
123,automobile_00023.png,Prewitt,0.22199856505102042,0.5681514739990234
123,automobile_00023.png,Canny,0.0009367028061224489,0.2353191375732422
124,automobile_00024.png,Sobel,0.28134964923469385,0.21791458129882812
124,automobile_00024.png,Prewitt,0.28097098214285715,0.5505084991455078
124,automobile_00024.png,Canny,0.010941485969387755,0.30159950256347656
125,automobile_00025.png,Sobel,0.23582987882653061,0.2505779266357422
125,automobile_00025.png,Prewitt,0.2369658801020408,0.6620883941650391
125,automobile_00025.png,Canny,0.002291932397959184,0.23794174194335938
126,automobile_00026.png,Sobel,0.2220782844387755,0.217437744140625
126,automobile_00026.png,Prewitt,0.22112165178571427,0.5278587341308594
126,automobile_00026.png,Canny,0.0008370535714285714,0.19168853759765625
127,automobile_00027.png,Sobel,0.2100207270408163,0.21958351135253906
127,automobile_00027.png,Prewitt,0.2099609375,0.5474090576171875
127,automobile_00027.png,Canny,0.0,0.2529621124267578
128,automobile_00028.png,Sobel,0.26428970025510207,0.2429485321044922
128,automobile_00028.png,Prewitt,0.2635124362244898,0.5483627319335938
128,automobile_00028.png,Canny,0.001096141581632653,0.22411346435546875
129,automobile_00029.png,Sobel,0.26064253826530615,0.24890899658203125
129,automobile_00029.png,Prewitt,0.2598852040816326,0.5886554718017578
129,automobile_00029.png,Canny,0.003826530612244898,0.3414154052734375
130,automobile_00030.png,Sobel,0.24053332270408162,0.21767616271972656
130,automobile_00030.png,Prewitt,0.2360889668367347,0.5238056182861328
130,automobile_00030.png,Canny,0.003786670918367347,0.2243518829345703
131,automobile_00031.png,Sobel,0.26134008290816324,0.22482872009277344
131,automobile_00031.png,Prewitt,0.2614198022959184,0.5295276641845703
131,automobile_00031.png,Canny,0.011878188775510204,0.37932395935058594
132,automobile_00032.png,Sobel,0.21633848852040816,0.2262592315673828
132,automobile_00032.png,Prewitt,0.2157405931122449,0.5190372467041016
132,automobile_00032.png,Canny,0.004524075255102041,0.30612945556640625
133,automobile_00033.png,Sobel,0.29916693239795916,0.22983551025390625
133,automobile_00033.png,Prewitt,0.30080117984693877,0.5385875701904297
133,automobile_00033.png,Canny,0.0,0.21147727966308594
134,automobile_00034.png,Sobel,0.2504783163265306,0.21505355834960938
134,automobile_00034.png,Prewitt,0.24525669642857142,0.5755424499511719
134,automobile_00034.png,Canny,0.0011160714285714285,0.1914501190185547
135,automobile_00035.png,Sobel,0.19443558673469388,0.21791458129882812
135,automobile_00035.png,Prewitt,0.19337930484693877,0.5478858947753906
135,automobile_00035.png,Canny,0.0008370535714285714,0.21886825561523438
136,automobile_00036.png,Sobel,0.2561184630102041,0.3192424774169922
136,automobile_00036.png,Prewitt,0.2550422512755102,0.5481243133544922
136,automobile_00036.png,Canny,0.0,0.2911090850830078
137,automobile_00037.png,Sobel,0.3086734693877551,0.2224445343017578
137,automobile_00037.png,Prewitt,0.3101084183673469,0.5548000335693359
137,automobile_00037.png,Canny,0.0,0.2353191375732422
138,automobile_00038.png,Sobel,0.19880022321428573,0.2434253692626953
138,automobile_00038.png,Prewitt,0.20236766581632654,0.5552768707275391
138,automobile_00038.png,Canny,0.004524075255102041,0.27871131896972656
139,automobile_00039.png,Sobel,0.12440210459183673,0.2315044403076172
